"id","order_type","seq_no","status_type_val","pr_order_no","sa_order_line_no","company_name","to_item_no","due_dt","toshop_dt","process_by_dt","order_qty,order_uom","form_dim1","form_dim2","form_dim3","form_dim4","form_dim5","form_dim6","dim1","dim2","dim3","dim4","dim5","dim6","dim_uom","pr_center_no","short_desc","instruction"
"4-PRO0170620WK-025-2","PRO","2","Changing","PRO0170620WK","WO0144512-1/12","BUFFCO ENGINEERING","7050 4.75 T7451 PLATE USI ","10/3/23","10/3/23","10/3/23","12 pcs","4.75","","","","","","6","36","","","","","in","025","Staged - Wichita",""
"4-PRO0170620WK-011-3","PRO","3","Changing","PRO0170620WK","WO0144512-1/12","BUFFCO ENGINEERING","7050 4.75 T7451 PLATE USI ","10/3/23","10/3/23","10/3/23","12 pcs","4.75","","","","","","6","36","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0170620WK-012-4","PRO","4","Changing","PRO0170620WK","WO0144512-1/12","BUFFCO ENGINEERING","7050 4.75 T7451 PLATE USI ","10/3/23","10/3/23","10/3/23","12 pcs","4.75","","","","","","6","36","","","","","in","012","MS-6 - Wichita",""
"4-PRO0170620WK-003-5","PRO","5","Changing","PRO0170620WK","WO0144512-1/12","BUFFCO ENGINEERING","7050 4.75 T7451 PLATE USI ","10/3/23","10/3/23","10/3/23","12 pcs","4.75","","","","","","6","36","","","","","in","003","Band Saws - Wichita",""
"4-PRO0170621WK-025-2","PRO","2","Changing","PRO0170621WK","WO0144512-1/13","BUFFCO ENGINEERING","7050 4.75 T7451 PLATE USI ","10/17/23","10/17/23","10/17/23","12 pcs","4.75","","","","","","6","36","","","","","in","025","Staged - Wichita",""
"4-PRO0170621WK-011-3","PRO","3","Changing","PRO0170621WK","WO0144512-1/13","BUFFCO ENGINEERING","7050 4.75 T7451 PLATE USI ","10/17/23","10/17/23","10/17/23","12 pcs","4.75","","","","","","6","36","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0170621WK-012-4","PRO","4","Changing","PRO0170621WK","WO0144512-1/13","BUFFCO ENGINEERING","7050 4.75 T7451 PLATE USI ","10/17/23","10/17/23","10/17/23","12 pcs","4.75","","","","","","6","36","","","","","in","012","MS-6 - Wichita",""
"4-PRO0170621WK-003-5","PRO","5","Changing","PRO0170621WK","WO0144512-1/13","BUFFCO ENGINEERING","7050 4.75 T7451 PLATE USI ","10/17/23","10/17/23","10/17/23","12 pcs","4.75","","","","","","6","36","","","","","in","003","Band Saws - Wichita",""
"4-PRO0170664WK-025-2","PRO","2","Changing","PRO0170664WK","WO0143313-1/3","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","9/4/23","9/4/23","9/4/23","20 pcs","2.5","","","","","","6.25","26.25","","","","","in","025","Staged - Wichita",""
"4-PRO0170664WK-011-3","PRO","3","Changing","PRO0170664WK","WO0143313-1/3","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","9/4/23","9/4/23","9/4/23","20 pcs","2.5","","","","","","6.25","26.25","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0170664WK-012-4","PRO","4","Changing","PRO0170664WK","WO0143313-1/3","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","9/4/23","9/4/23","9/4/23","20 pcs","2.5","","","","","","6.25","26.25","","","","","in","012","MS-6 - Wichita",""
"4-PRO0170664WK-003-5","PRO","5","Changing","PRO0170664WK","WO0143313-1/3","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","9/4/23","9/4/23","9/4/23","20 pcs","2.5","","","","","","6.25","26.25","","","","","in","003","Band Saws - Wichita",""
"4-PRO0170709WK-025-2","PRO","2","Changing","PRO0170709WK","WO0140109-1/6","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","8/1/23","8/1/23","8/1/23","16 pcs","2.5","","","","","","5","25","","","","","in","025","Staged - Wichita",""
"4-PRO0170709WK-011-3","PRO","3","Changing","PRO0170709WK","WO0140109-1/6","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","8/1/23","8/1/23","8/1/23","16 pcs","2.5","","","","","","5","25","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0170709WK-012-4","PRO","4","Changing","PRO0170709WK","WO0140109-1/6","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","8/1/23","8/1/23","8/1/23","16 pcs","2.5","","","","","","5","25","","","","","in","012","MS-6 - Wichita",""
"4-PRO0170709WK-003-5","PRO","5","Changing","PRO0170709WK","WO0140109-1/6","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","8/1/23","8/1/23","8/1/23","16 pcs","2.5","","","","","","5","25","","","","","in","003","Band Saws - Wichita",""
"4-PRO0170710WK-025-2","PRO","2","Changing","PRO0170710WK","WO0140109-1/7","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","9/5/23","9/5/23","9/5/23","16 pcs","2.5","","","","","","5","25","","","","","in","025","Staged - Wichita",""
"4-PRO0170710WK-011-3","PRO","3","Changing","PRO0170710WK","WO0140109-1/7","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","9/5/23","9/5/23","9/5/23","16 pcs","2.5","","","","","","5","25","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0170710WK-012-4","PRO","4","Changing","PRO0170710WK","WO0140109-1/7","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","9/5/23","9/5/23","9/5/23","16 pcs","2.5","","","","","","5","25","","","","","in","012","MS-6 - Wichita",""
"4-PRO0170710WK-003-5","PRO","5","Changing","PRO0170710WK","WO0140109-1/7","BUFFCO ENGINEERING","7075 2.5 T7351 PLATE USI ","9/5/23","9/5/23","9/5/23","16 pcs","2.5","","","","","","5","25","","","","","in","003","Band Saws - Wichita",""
"4-PRO0170756WK-025-2","PRO","2","Changing","PRO0170756WK","WO0148476-1/1","ACCURUS AEROSPACE TULSA LLC","7075 1.25 DIA T7351 CF RND ","7/24/23","7/24/23","7/24/23","10 pcs","1.25","","","","","","72","","","","","","in","025","Staged - Wichita",""
"4-PRO0170813WK-025-2","PRO","2","Changing","PRO0170813WK","WO0134727-1/5","BUFFCO ENGINEERING","7075 2.0 T7351 PLATE USI ","8/22/23","8/22/23","8/22/23","50 pcs","2","","","","","","4.6","6.6","","","","","in","025","Staged - Wichita",""
"4-PRO0170813WK-011-3","PRO","3","Changing","PRO0170813WK","WO0134727-1/5","BUFFCO ENGINEERING","7075 2.0 T7351 PLATE USI ","8/22/23","8/22/23","8/22/23","50 pcs","2","","","","","","4.6","6.6","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0170813WK-012-4","PRO","4","Changing","PRO0170813WK","WO0134727-1/5","BUFFCO ENGINEERING","7075 2.0 T7351 PLATE USI ","8/22/23","8/22/23","8/22/23","50 pcs","2","","","","","","4.6","6.6","","","","","in","012","MS-6 - Wichita",""
"4-PRO0170813WK-003-5","PRO","5","Changing","PRO0170813WK","WO0134727-1/5","BUFFCO ENGINEERING","7075 2.0 T7351 PLATE USI ","8/22/23","8/22/23","8/22/23","50 pcs","2","","","","","","4.6","6.6","","","","","in","003","Band Saws - Wichita",""
"4-PRO0170819WK-025-2","PRO","2","Changing","PRO0170819WK","WO0140844-1/3","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","7/11/23","7/11/23","7/11/23","7 pcs","1","","","","","","12.5","20","","","","","in","025","Staged - Wichita",""
"4-PRO0170819WK-011-3","PRO","3","Changing","PRO0170819WK","WO0140844-1/3","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","7/11/23","7/11/23","7/11/23","7 pcs","1","","","","","","12.5","20","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0170819WK-012-4","PRO","4","Changing","PRO0170819WK","WO0140844-1/3","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","7/11/23","7/11/23","7/11/23","7 pcs","1","","","","","","12.5","20","","","","","in","012","MS-6 - Wichita",""
"4-PRO0170819WK-003-5","PRO","5","Changing","PRO0170819WK","WO0140844-1/3","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","7/11/23","7/11/23","7/11/23","7 pcs","1","","","","","","12.5","20","","","","","in","003","Band Saws - Wichita",""
"4-PRO0170921WK-025-2","PRO","2","Changing","PRO0170921WK","WO0145828-1/2","L. H. Thomson","7075 1.5 X 2.5 T73511 EXT RECT ","3/20/23","3/20/23","3/20/23","400 pcs","1.5","2.5","","","","","1.8","","","","","","in","025","Staged - Wichita",""
"4-PRO0170921WK-011-3","PRO","3","Changing","PRO0170921WK","WO0145828-1/2","L. H. Thomson","7075 1.5 X 2.5 T73511 EXT RECT ","3/20/23","3/20/23","3/20/23","400 pcs","1.5","2.5","","","","","1.8","","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0170921WK-012-4","PRO","4","Changing","PRO0170921WK","WO0145828-1/2","L. H. Thomson","7075 1.5 X 2.5 T73511 EXT RECT ","3/20/23","3/20/23","3/20/23","400 pcs","1.5","2.5","","","","","1.8","","","","","","in","012","MS-6 - Wichita",""
"4-PRO0170921WK-003-5","PRO","5","Changing","PRO0170921WK","WO0145828-1/2","L. H. Thomson","7075 1.5 X 2.5 T73511 EXT RECT ","3/20/23","3/20/23","3/20/23","400 pcs","1.5","2.5","","","","","1.8","","","","","","in","003","Band Saws - Wichita",""
"4-PRO0170922WK-025-2","PRO","2","Changing","PRO0170922WK","WO0145828-1/3","L. H. Thomson","7075 1.5 X 2.5 T73511 EXT RECT ","5/8/23","5/8/23","5/8/23","420 pcs","1.5","2.5","","","","","1.8","","","","","","in","025","Staged - Wichita",""
"4-PRO0170922WK-011-3","PRO","3","Changing","PRO0170922WK","WO0145828-1/3","L. H. Thomson","7075 1.5 X 2.5 T73511 EXT RECT ","5/8/23","5/8/23","5/8/23","420 pcs","1.5","2.5","","","","","1.8","","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0170922WK-012-4","PRO","4","Changing","PRO0170922WK","WO0145828-1/3","L. H. Thomson","7075 1.5 X 2.5 T73511 EXT RECT ","5/8/23","5/8/23","5/8/23","420 pcs","1.5","2.5","","","","","1.8","","","","","","in","012","MS-6 - Wichita",""
"4-PRO0170922WK-003-5","PRO","5","Changing","PRO0170922WK","WO0145828-1/3","L. H. Thomson","7075 1.5 X 2.5 T73511 EXT RECT ","5/8/23","5/8/23","5/8/23","420 pcs","1.5","2.5","","","","","1.8","","","","","","in","003","Band Saws - Wichita",""
"4-PRO0170968WK-025-2","PRO","2","Scheduled","PRO0170968WK","WO0143147-1/10","BUFFCO ENGINEERING","2024 2.0 T351 PLATE USI ","7/6/23","7/6/23","7/6/23","88 pcs","2","","","","","","3","4.75","","","","","in","025","Staged - Wichita",""
"4-PRO0170968WK-011-3","PRO","3","Scheduled","PRO0170968WK","WO0143147-1/10","BUFFCO ENGINEERING","2024 2.0 T351 PLATE USI ","7/6/23","7/6/23","7/6/23","88 pcs","2","","","","","","3","4.75","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171016WK-025-2","PRO","2","Changing","PRO0171016WK","WO0148665-1/1","LMI AEROSPACE – Fredonia","7075 2.0 T7351 PLATE USI ","8/22/23","8/22/23","8/22/23","13 pcs","2","","","","","","3","7.3","","","","","in","025","Staged - Wichita",""
"4-PRO0171016WK-011-3","PRO","3","Changing","PRO0171016WK","WO0148665-1/1","LMI AEROSPACE – Fredonia","7075 2.0 T7351 PLATE USI ","8/22/23","8/22/23","8/22/23","13 pcs","2","","","","","","3","7.3","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171016WK-012-4","PRO","4","Changing","PRO0171016WK","WO0148665-1/1","LMI AEROSPACE – Fredonia","7075 2.0 T7351 PLATE USI ","8/22/23","8/22/23","8/22/23","13 pcs","2","","","","","","3","7.3","","","","","in","012","MS-6 - Wichita",""
"4-PRO0171016WK-003-5","PRO","5","Changing","PRO0171016WK","WO0148665-1/1","LMI AEROSPACE – Fredonia","7075 2.0 T7351 PLATE USI ","8/22/23","8/22/23","8/22/23","13 pcs","2","","","","","","3","7.3","","","","","in","003","Band Saws - Wichita",""
"4-PRO0171067WK-025-2","PRO","2","Changing","PRO0171067WK","WO0148671-1/1","LMI AEROSPACE – Fredonia","7050 3.0 T7451  PLATE USI ","8/8/23","8/8/23","8/8/23","10 pcs","3","","","","","","3.3","5.1","","","","","in","025","Staged - Wichita",""
"4-PRO0171067WK-011-3","PRO","3","Changing","PRO0171067WK","WO0148671-1/1","LMI AEROSPACE – Fredonia","7050 3.0 T7451  PLATE USI ","8/8/23","8/8/23","8/8/23","10 pcs","3","","","","","","3.3","5.1","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171067WK-012-4","PRO","4","Changing","PRO0171067WK","WO0148671-1/1","LMI AEROSPACE – Fredonia","7050 3.0 T7451  PLATE USI ","8/8/23","8/8/23","8/8/23","10 pcs","3","","","","","","3.3","5.1","","","","","in","012","MS-6 - Wichita",""
"4-PRO0171067WK-003-5","PRO","5","Changing","PRO0171067WK","WO0148671-1/1","LMI AEROSPACE – Fredonia","7050 3.0 T7451  PLATE USI ","8/8/23","8/8/23","8/8/23","10 pcs","3","","","","","","3.3","5.1","","","","","in","003","Band Saws - Wichita",""
"4-PRO0171113WK-025-2","PRO","2","Changing","PRO0171113WK","WO0143396-1/2","BUFFCO ENGINEERING","7475 2.25 T7351 PLATE USI ","5/11/23","5/11/23","5/11/23","12 pcs","2.25","","","","","","6","48","","","","","in","025","Staged - Wichita",""
"4-PRO0171113WK-011-3","PRO","3","Changing","PRO0171113WK","WO0143396-1/2","BUFFCO ENGINEERING","7475 2.25 T7351 PLATE USI ","5/11/23","5/11/23","5/11/23","12 pcs","2.25","","","","","","6","48","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171113WK-012-4","PRO","4","Changing","PRO0171113WK","WO0143396-1/2","BUFFCO ENGINEERING","7475 2.25 T7351 PLATE USI ","5/11/23","5/11/23","5/11/23","12 pcs","2.25","","","","","","6","48","","","","","in","012","MS-6 - Wichita",""
"4-PRO0171113WK-003-5","PRO","5","Changing","PRO0171113WK","WO0143396-1/2","BUFFCO ENGINEERING","7475 2.25 T7351 PLATE USI ","5/11/23","5/11/23","5/11/23","12 pcs","2.25","","","","","","6","48","","","","","in","003","Band Saws - Wichita",""
"4-PRO0171188WK-025-2","PRO","2","Scheduled","PRO0171188WK","WO0137007-1/17","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","7/5/23","7/5/23","7/5/23","24 pcs","1","","","","","","17","31.8","","","","","in","025","Staged - Wichita",""
"4-PRO0171188WK-011-3","PRO","3","Scheduled","PRO0171188WK","WO0137007-1/17","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","7/5/23","7/5/23","7/5/23","24 pcs","1","","","","","","17","31.8","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171189WK-025-2","PRO","2","Changing","PRO0171189WK","WO0137007-1/18","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","8/10/23","8/10/23","8/10/23","24 pcs","1","","","","","","17","31.8","","","","","in","025","Staged - Wichita",""
"4-PRO0171189WK-011-3","PRO","3","Changing","PRO0171189WK","WO0137007-1/18","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","8/10/23","8/10/23","8/10/23","24 pcs","1","","","","","","17","31.8","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171189WK-012-4","PRO","4","Changing","PRO0171189WK","WO0137007-1/18","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","8/10/23","8/10/23","8/10/23","24 pcs","1","","","","","","17","31.8","","","","","in","012","MS-6 - Wichita",""
"4-PRO0171189WK-003-5","PRO","5","Changing","PRO0171189WK","WO0137007-1/18","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","8/10/23","8/10/23","8/10/23","24 pcs","1","","","","","","17","31.8","","","","","in","003","Band Saws - Wichita",""
"4-PRO0171190WK-025-2","PRO","2","Changing","PRO0171190WK","WO0137007-1/19","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","9/7/23","9/7/23","9/7/23","24 pcs","1","","","","","","17","31.8","","","","","in","025","Staged - Wichita",""
"4-PRO0171190WK-011-3","PRO","3","Changing","PRO0171190WK","WO0137007-1/19","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","9/7/23","9/7/23","9/7/23","24 pcs","1","","","","","","17","31.8","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171190WK-012-4","PRO","4","Changing","PRO0171190WK","WO0137007-1/19","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","9/7/23","9/7/23","9/7/23","24 pcs","1","","","","","","17","31.8","","","","","in","012","MS-6 - Wichita",""
"4-PRO0171190WK-003-5","PRO","5","Changing","PRO0171190WK","WO0137007-1/19","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","9/7/23","9/7/23","9/7/23","24 pcs","1","","","","","","17","31.8","","","","","in","003","Band Saws - Wichita",""
"4-PRO0171191WK-025-2","PRO","2","Changing","PRO0171191WK","WO0137007-1/20","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","10/5/23","10/5/23","10/5/23","24 pcs","1","","","","","","17","31.8","","","","","in","025","Staged - Wichita",""
"4-PRO0171191WK-011-3","PRO","3","Changing","PRO0171191WK","WO0137007-1/20","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","10/5/23","10/5/23","10/5/23","24 pcs","1","","","","","","17","31.8","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171191WK-012-4","PRO","4","Changing","PRO0171191WK","WO0137007-1/20","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","10/5/23","10/5/23","10/5/23","24 pcs","1","","","","","","17","31.8","","","","","in","012","MS-6 - Wichita",""
"4-PRO0171191WK-003-5","PRO","5","Changing","PRO0171191WK","WO0137007-1/20","BUFFCO ENGINEERING","2024 1.0 T351 PLATE USI ","10/5/23","10/5/23","10/5/23","24 pcs","1","","","","","","17","31.8","","","","","in","003","Band Saws - Wichita",""
"4-PRO0171203WK-025-2","PRO","2","Changing","PRO0171203WK","WO0148769-1/1","LMI AEROSPACE – Washington","7075 .75 T7351 PLATE USI ","6/2/23","6/2/23","6/2/23","43 pcs","0.75","","","","","","3","4","","","","","in","025","Staged - Wichita",""
"4-PRO0171203WK-011-3","PRO","3","Changing","PRO0171203WK","WO0148769-1/1","LMI AEROSPACE – Washington","7075 .75 T7351 PLATE USI ","6/2/23","6/2/23","6/2/23","43 pcs","0.75","","","","","","3","4","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171203WK-012-4","PRO","4","Changing","PRO0171203WK","WO0148769-1/1","LMI AEROSPACE – Washington","7075 .75 T7351 PLATE USI ","6/2/23","6/2/23","6/2/23","43 pcs","0.75","","","","","","3","4","","","","","in","012","MS-6 - Wichita",""
"4-PRO0171203WK-003-5","PRO","5","Changing","PRO0171203WK","WO0148769-1/1","LMI AEROSPACE – Washington","7075 .75 T7351 PLATE USI ","6/2/23","6/2/23","6/2/23","43 pcs","0.75","","","","","","3","4","","","","","in","003","Band Saws - Wichita",""
"4-PRO0171231WK-025-2","PRO","2","Scheduled","PRO0171231WK","WO0144447-1/4","BUFFCO ENGINEERING","7050 2.50 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","27 pcs","2.5","","","","","","4.75","33.25","","","","","in","025","Staged - Wichita",""
"4-PRO0171231WK-054-3","PRO","3","Scheduled","PRO0171231WK","WO0144447-1/4","BUFFCO ENGINEERING","7050 2.50 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","27 pcs","2.5","","","","","","4.75","33.25","","","","","in","054","Processing - Wichita",""
"4-PRO0171244WK-025-2","PRO","2","Changing","PRO0171244WK","WO0139464-1/5","BUFFCO ENGINEERING","7475 2.0 T7351 PLATE USI ","6/29/23","6/29/23","6/29/23","8 pcs","2","","","","","","26","42.75","","","","","in","025","Staged - Wichita",""
"4-PRO0171244WK-011-3","PRO","3","Changing","PRO0171244WK","WO0139464-1/5","BUFFCO ENGINEERING","7475 2.0 T7351 PLATE USI ","6/29/23","6/29/23","6/29/23","8 pcs","2","","","","","","26","42.75","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171244WK-012-4","PRO","4","Changing","PRO0171244WK","WO0139464-1/5","BUFFCO ENGINEERING","7475 2.0 T7351 PLATE USI ","6/29/23","6/29/23","6/29/23","8 pcs","2","","","","","","26","42.75","","","","","in","012","MS-6 - Wichita",""
"4-PRO0171244WK-003-5","PRO","5","Changing","PRO0171244WK","WO0139464-1/5","BUFFCO ENGINEERING","7475 2.0 T7351 PLATE USI ","6/29/23","6/29/23","6/29/23","8 pcs","2","","","","","","26","42.75","","","","","in","003","Band Saws - Wichita",""
"4-PRO0171345WK-132-2","PRO","2","Changing","PRO0171345WK","WO0148203-1/18","K&B Industries","6061 24.75" T6 FORGING 0035-00652-T6","7/23/23","7/23/23","7/23/23","5 ea","24.75","","","","","","","","","","","","in","132","Staged - AMAT",""
"4-PRO0171516WK-025-2","PRO","2","Changing","PRO0171516WK","WO0139802-1/10","BUFFCO ENGINEERING","7050 4.5 T7451 PLATE USI ","9/12/23","9/12/23","9/12/23","10 pcs","4.5","","","","","","8.125","22.625","","","","","in","025","Staged - Wichita",""
"4-PRO0171516WK-011-3","PRO","3","Changing","PRO0171516WK","WO0139802-1/10","BUFFCO ENGINEERING","7050 4.5 T7451 PLATE USI ","9/12/23","9/12/23","9/12/23","10 pcs","4.5","","","","","","8.125","22.625","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171516WK-012-4","PRO","4","Changing","PRO0171516WK","WO0139802-1/10","BUFFCO ENGINEERING","7050 4.5 T7451 PLATE USI ","9/12/23","9/12/23","9/12/23","10 pcs","4.5","","","","","","8.125","22.625","","","","","in","012","MS-6 - Wichita",""
"4-PRO0171516WK-003-5","PRO","5","Changing","PRO0171516WK","WO0139802-1/10","BUFFCO ENGINEERING","7050 4.5 T7451 PLATE USI ","9/12/23","9/12/23","9/12/23","10 pcs","4.5","","","","","","8.125","22.625","","","","","in","003","Band Saws - Wichita",""
"4-PRO0171518WK-025-2","PRO","2","Changing","PRO0171518WK","WO0139804-1/10","BUFFCO ENGINEERING","7050 4.5 T7451 PLATE USI ","11/9/23","11/9/23","11/9/23","14 pcs","4.5","","","","","","8.125","23.625","","","","","in","025","Staged - Wichita",""
"4-PRO0171518WK-011-3","PRO","3","Changing","PRO0171518WK","WO0139804-1/10","BUFFCO ENGINEERING","7050 4.5 T7451 PLATE USI ","11/9/23","11/9/23","11/9/23","14 pcs","4.5","","","","","","8.125","23.625","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0171518WK-012-4","PRO","4","Changing","PRO0171518WK","WO0139804-1/10","BUFFCO ENGINEERING","7050 4.5 T7451 PLATE USI ","11/9/23","11/9/23","11/9/23","14 pcs","4.5","","","","","","8.125","23.625","","","","","in","012","MS-6 - Wichita",""
"4-PRO0171518WK-003-5","PRO","5","Changing","PRO0171518WK","WO0139804-1/10","BUFFCO ENGINEERING","7050 4.5 T7451 PLATE USI ","11/9/23","11/9/23","11/9/23","14 pcs","4.5","","","","","","8.125","23.625","","","","","in","003","Band Saws - Wichita",""
"4-PRO0171530WK-054-1","PRO","1","Scheduled","PRO0171530WK","WO0143975-1/4","MPM INC","7050 2.25 T7451 PLATE USI ","7/11/23","7/11/23","7/11/23","10 pcs","2.25","","","","","","4","20","","","","","in","054","Processing - Wichita",""
"4-PRO0171630WK-025-2","PRO","2","Changing","PRO0171630WK","WO0143674-1/4","BUFFCO ENGINEERING","7050 1.50 T7451 PLATE USI ","8/24/23","8/24/23","8/24/23","46 pcs","1.5","","","","","","2.5","4.6","","","","","in","025","Staged - Wichita",""
